accession,dataset,biosample,antibiotic,species,mic,phenotype,gtdb_species,gtdb_genus,gtdb_ani,adjusted_mic,adjusted_phenotype
GCA_030788375.1,c24_balance,SAMD00502016,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9893856508200628,0.25,susceptible
GCA_030790005.1,c24_balance,SAMD00501939,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9864126863289588,4,resistant
GCA_030790805.1,c24_balance,SAMD00501878,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9860465500491904,4,resistant
GCA_030791025.1,c24_balance,SAMD00501849,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9892306969545976,0.25,susceptible
GCA_030791165.1,c24_balance,SAMD00501844,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9863758754167838,4,resistant
GCA_030791825.1,c24_balance,SAMD00501781,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9890116887726508,0.25,susceptible
GCA_030791905.1,c24_balance,SAMD00501773,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9743136569572772,0.25,susceptible
GCA_030791985.1,c24_balance,SAMD00501765,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9863883496934612,0.25,susceptible
GCA_030792025.1,c24_balance,SAMD00501761,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9863848967456352,4,resistant
GCA_030792085.1,c24_balance,SAMD00501760,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9725170048936772,0.25,susceptible
GCA_030792585.1,c24_balance,SAMD00501715,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9897431012154312,0.25,susceptible
GCA_030792905.1,c24_balance,SAMD00501677,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9862323376772903,4,resistant
GCA_030794245.1,c24_balance,SAMD00501542,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.98901608790761,0.25,susceptible
GCA_030794425.1,c24_balance,SAMD00501519,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.986577187866487,4,resistant
GCA_030795665.1,c24_balance,SAMD00501380,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.972209012639198,0.25,susceptible
GCA_030795765.1,c24_balance,SAMD00501291,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9861363333145527,4,resistant
GCA_030795885.1,c24_balance,SAMD00501148,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.986090480628858,4,resistant
GCA_030796325.1,c24_balance,SAMD00500687,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9861799702035,4,resistant
GCA_030796385.1,c24_balance,SAMD00500683,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.98642532813059,4,resistant
GCA_030796605.1,c24_balance,SAMD00500496,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9893661633564332,0.25,susceptible
GCA_030796705.1,c24_balance,SAMD00500387,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9721449014219596,0.25,susceptible
GCA_030797145.1,c24_balance,SAMD00500076,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9896247055642718,0.25,susceptible
GCA_030797545.1,c24_balance,SAMD00499847,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9721157135452172,0.25,susceptible
GCA_030798115.1,c24_balance,SAMD00499452,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9887136281670968,4,resistant
GCA_030798335.1,c24_balance,SAMD00499288,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9861638547776664,0.25,susceptible
GCA_030799115.1,c24_balance,SAMD00498748,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9738825874349496,0.25,susceptible
GCA_030799965.1,c24_balance,SAMD00498464,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9861120021457932,0.25,susceptible
GCA_030800065.1,c24_balance,SAMD00498399,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9889316912969944,0.25,susceptible
GCA_030800245.1,c24_balance,SAMD00498259,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.989986965750018,0.25,susceptible
GCA_030800485.1,c24_balance,SAMD00498117,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.974901817686528,4,resistant
GCA_030800945.1,c24_balance,SAMD00497827,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.974466036770884,4,resistant
GCA_030800985.1,c24_balance,SAMD00497817,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9892242633068944,4,resistant
GCA_030801285.1,c24_balance,SAMD00497649,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9738218617143304,4,resistant
GCA_030802365.1,c24_balance,SAMD00501338,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9968420638506078,0.25,susceptible
GCA_030802405.1,c24_balance,SAMD00501337,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9968684956015024,0.25,susceptible
GCA_030802925.1,c24_balance,SAMD00501285,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.986146370666559,4,resistant
GCA_030803145.1,c24_balance,SAMD00501263,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9890525687053054,0.25,susceptible
GCA_030803185.1,c24_balance,SAMD00501261,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.990252144457246,0.25,susceptible
GCA_030804205.1,c24_balance,SAMD00501250,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9889926675507644,0.25,susceptible
GCA_030804225.1,c24_balance,SAMD00501251,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9902598222524696,0.25,susceptible
GCA_030804285.1,c24_balance,SAMD00501242,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9863962269205652,4,resistant
GCA_030804485.1,c24_balance,SAMD00501206,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.989408678881474,0.25,susceptible
GCA_030804815.1,c24_balance,SAMD00501181,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.989346265750184,0.25,susceptible
GCA_030804875.1,c24_balance,SAMD00501173,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9888739957852524,0.25,susceptible
GCA_030805115.1,c24_balance,SAMD00501135,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9899804339291092,0.25,susceptible
GCA_030805465.1,c24_balance,SAMD00501112,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9901181171386524,0.25,susceptible
GCA_030807165.1,c24_balance,SAMD00500944,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9864680427286108,4,resistant
GCA_030807555.1,c24_balance,SAMD00500910,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9746970771861606,4,resistant
GCA_030808595.1,c24_balance,SAMD00500802,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9891976385950956,0.25,susceptible
GCA_030808655.1,c24_balance,SAMD00500783,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9862646675093992,4,resistant
GCA_030808755.1,c24_balance,SAMD00500776,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9887037643724144,4,resistant
GCA_030809095.1,c24_balance,SAMD00500741,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9785179734599396,0.25,susceptible
GCA_030809235.1,c24_balance,SAMD00500730,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9752208861436702,4,resistant
GCA_030811235.1,c24_balance,SAMD00500519,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9860781830857784,4,resistant
GCA_030815465.1,c24_balance,SAMD00500383,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9890487536097358,0.25,susceptible
GCA_030816405.1,c24_balance,SAMD00502358,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9865832537458316,4,resistant
GCA_030816435.1,c24_balance,SAMD00500365,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9891678826456508,0.25,susceptible
GCA_030817555.1,c24_balance,SAMD00502132,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.988881572877494,0.25,susceptible
GCA_030819455.1,c24_balance,SAMD00501297,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9722405499687808,0.25,susceptible
GCA_030819655.1,c24_balance,SAMD00501163,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9889556614661248,0.25,susceptible
GCA_030820425.1,c24_balance,SAMD00500593,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.97325994485172,0.25,susceptible
GCA_030822415.1,c24_balance,SAMD00498807,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9890144017501644,0.25,susceptible
GCA_030823215.1,c24_balance,SAMD00502492,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9814961739411182,0.25,susceptible
GCA_030869465.1,c24_balance,SAMD00502383,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9889730925622692,0.25,susceptible
GCA_030869845.1,c24_balance,SAMD00502236,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9867568576087008,0.25,susceptible
GCA_030871615.1,c24_balance,SAMD00501957,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9776404078180636,0.25,susceptible
GCA_030871955.1,c24_balance,SAMD00501890,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9862848251713876,4,resistant
GCA_030872075.1,c24_balance,SAMD00501860,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9750965841214236,4,resistant
GCA_030872215.1,c24_balance,SAMD00501857,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9898741818597506,0.25,susceptible
GCA_030872895.1,c24_balance,SAMD00501701,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9888907371650278,0.25,susceptible
GCA_030873135.1,c24_balance,SAMD00501664,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9856281408208596,4,resistant
GCA_030873235.1,c24_balance,SAMD00501649,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9862842267245614,4,resistant
GCA_030874325.1,c24_balance,SAMD00501272,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9896576187473212,0.25,susceptible
GCA_030874545.1,c24_balance,SAMD00501147,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9899391079955036,0.25,susceptible
GCA_030874645.1,c24_balance,SAMD00501126,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9865505351177752,4,resistant
GCA_030875585.1,c24_balance,SAMD00500734,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9858800944084676,4,resistant
GCA_030877115.1,c24_balance,SAMD00499643,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9859443901496344,4,resistant
GCA_030877385.1,c24_balance,SAMD00499467,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9744013927363696,4,resistant
GCA_030877505.1,c24_balance,SAMD00499397,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9863692466740904,4,resistant
GCA_030878065.1,c24_balance,SAMD00498660,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9858456388171088,0.25,susceptible
GCA_030879105.1,c24_balance,SAMD00498012,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9862913295578248,4,resistant
GCA_030879805.1,c24_balance,SAMD00497821,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9860620262886148,4,resistant
GCA_030880325.1,c24_balance,SAMD00497650,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9728635763951904,0.25,susceptible
GCA_030880465.1,c24_balance,SAMD00497598,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.973705067439852,0.25,susceptible
GCA_030880545.1,c24_balance,SAMD00497594,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9752579986292996,0.25,susceptible
GCA_030880935.1,c24_balance,SAMD00497474,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9771118013242676,4,resistant
GCA_030882725.1,c24_balance,SAMD00498653,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9721705847067212,0.25,susceptible
GCA_030918405.1,c24_balance,SAMD00500543,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9858963117212084,4,resistant
GCA_030919045.1,c24_balance,SAMD00500235,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9860006353533532,4,resistant
GCA_030920045.1,c24_balance,SAMD00499102,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9864475234710788,4,resistant
GCA_030920345.1,c24_balance,SAMD00498972,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9749565728482188,4,resistant
GCA_031504665.1,c24_balance,SAMD00499228,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9744657587040768,4,resistant
GCA_031505125.1,c24_balance,SAMD00499054,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9863541552876952,4,resistant
GCA_031505825.1,c24_balance,SAMD00498730,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9889424957925522,4,resistant
GCA_031506305.1,c24_balance,SAMD00498627,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9738469381774152,0.25,susceptible
GCA_031506425.1,c24_balance,SAMD00498617,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.974802079789513,4,resistant
GCA_031507785.1,c24_balance,SAMD00498398,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9890477109280766,0.25,susceptible
GCA_031507905.1,c24_balance,SAMD00498380,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9857486977829883,0.25,susceptible
GCA_031507985.1,c24_balance,SAMD00498372,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9861755492067262,0.25,susceptible
GCA_031508205.1,c24_balance,SAMD00498338,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9742543917808112,0.25,susceptible
GCA_031508245.1,c24_balance,SAMD00498340,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9859027030415508,4,resistant
GCA_031508405.1,c24_balance,SAMD00498323,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9728477863655968,0.25,susceptible
GCA_031508665.1,c24_balance,SAMD00498290,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.997031018812847,0.25,susceptible
GCA_031508705.1,c24_balance,SAMD00498294,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9890821411077874,0.25,susceptible
GCA_031508745.1,c24_balance,SAMD00498289,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9891561534539126,0.25,susceptible
GCA_031508835.1,c24_balance,SAMD00498283,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9888405787205156,0.25,susceptible
GCA_031508885.1,c24_balance,SAMD00498278,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.97426760035175,4,resistant
GCA_031509385.1,c24_balance,SAMD00498207,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9893381319956822,0.25,susceptible
GCA_031509865.1,c24_balance,SAMD00498143,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.97239759985376,4,resistant
GCA_031510085.1,c24_balance,SAMD00498122,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9858418844062103,4,resistant
GCA_031510785.1,c24_balance,SAMD00498011,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9862121294169268,4,resistant
GCA_031510905.1,c24_balance,SAMD00497997,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9736036903181002,4,resistant
GCA_031510965.1,c24_balance,SAMD00497987,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9901155663694808,0.25,susceptible
GCA_031511005.1,c24_balance,SAMD00497986,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9724397417740984,0.25,susceptible
GCA_031511145.1,c24_balance,SAMD00497946,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9860432690451512,4,resistant
GCA_031511365.1,c24_balance,SAMD00497924,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.990030940095202,0.25,susceptible
GCA_031511485.1,c24_balance,SAMD00497906,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9749538391181698,4,resistant
GCA_031512185.1,c24_balance,SAMD00497763,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9724914536325444,0.25,susceptible
GCA_031512265.1,c24_balance,SAMD00497746,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9863413924836232,4,resistant
GCA_031512985.1,c24_balance,SAMD00497644,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9899702956168888,0.25,susceptible
GCA_031513465.1,c24_balance,SAMD00497568,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9863201621020388,4,resistant
GCA_031513485.1,c24_balance,SAMD00497560,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9862994286374808,0.25,susceptible
GCA_031513565.1,c24_balance,SAMD00497555,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9893795313755024,0.25,susceptible
GCA_031513585.1,c24_balance,SAMD00497546,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9890942385856056,0.25,susceptible
GCA_031513705.1,c24_balance,SAMD00497529,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9780486593776676,0.25,susceptible
GCA_031513765.1,c24_balance,SAMD00497521,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.98633461886136,4,resistant
GCA_031514145.1,c24_balance,SAMD00497475,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9974650177635084,0.25,susceptible
GCA_031514225.1,c24_balance,SAMD00497453,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9716477529243368,0.25,susceptible
GCA_031514465.1,c24_balance,SAMD00497420,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.989652887670058,0.25,susceptible
GCA_031515105.1,c24_balance,SAMD00502523,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.995859331330485,0.25,susceptible
GCA_031515145.1,c24_balance,SAMD00502506,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9861687297564912,4,resistant
GCA_031515945.1,c24_balance,SAMD00502154,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9863953635496522,4,resistant
GCA_031516225.1,c24_balance,SAMD00501998,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9863634094573104,4,resistant
GCA_031516805.1,c24_balance,SAMD00501684,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.98591577924596,4,resistant
GCA_031517325.1,c24_balance,SAMD00501391,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9902289371552252,0.25,susceptible
GCA_031517435.1,c24_balance,SAMD00501373,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.975133170125626,0.25,susceptible
GCA_031517845.1,c24_balance,SAMD00501299,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9893222637088246,0.25,susceptible
GCA_031518825.1,c24_balance,SAMD00500909,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.986304618961388,4,resistant
GCA_031519145.1,c24_balance,SAMD00500839,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.974849203158582,4,resistant
GCA_031519225.1,c24_balance,SAMD00500810,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9785563047521616,0.25,susceptible
GCA_031519505.1,c24_balance,SAMD00500681,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.97344706134347,0.25,susceptible
GCA_031519665.1,c24_balance,SAMD00500600,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.97214105661896,0.25,susceptible
GCA_031519765.1,c24_balance,SAMD00500492,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.986335694861778,4,resistant
GCA_031520045.1,c24_balance,SAMD00500356,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9897871992206844,0.25,susceptible
GCA_031576995.1,c24_balance,SAMD00500310,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9889701226626896,0.25,susceptible
GCA_031577315.1,c24_balance,SAMD00500186,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.973579075805166,0.25,susceptible
GCA_031577635.1,c24_balance,SAMD00500064,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9897871828650344,0.25,susceptible
GCA_031654395.1,c24_balance,SAMD00499808,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9725072067331324,0.25,susceptible
GCA_031775775.2,c24_balance,SAMN36729202,Ciprofloxacin,Escherichia coli,1,resistant,Escherichia coli,Escherichia,0.985857562812943,1,resistant
GCA_031776345.2,c24_balance,SAMN36729103,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9892487861580148,0.25,susceptible
GCA_031776455.2,c24_balance,SAMN36729145,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9861102941049196,4,resistant
GCA_031808965.1,c24_balance,SAMD00499586,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9739210487812016,0.25,susceptible
GCA_031810995.1,c24_balance,SAMD00499353,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9966882640242049,0.25,susceptible
GCA_031812795.1,c24_balance,SAMD00499244,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9724825538418138,0.25,susceptible
GCA_031813645.1,c24_balance,SAMD00499069,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9744275111590984,4,resistant
GCA_031814075.1,c24_balance,SAMD00499016,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9888824047239164,4,resistant
GCA_031817595.1,c24_balance,SAMD00498547,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9889087332398372,0.25,susceptible
GCA_031818195.1,c24_balance,SAMD00498377,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.98631230288118,4,resistant
GCA_031819355.1,c24_balance,SAMD00498243,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9858431806880856,4,resistant
GCA_031819695.1,c24_balance,SAMD00498193,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9966828370356924,0.25,susceptible
GCA_031820355.1,c24_balance,SAMD00498060,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9864121668930532,4,resistant
GCA_031822925.1,c24_balance,SAMD00497725,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9858077056001456,4,resistant
GCA_031823155.1,c24_balance,SAMD00497699,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9899153679319944,0.25,susceptible
GCA_031823685.1,c24_balance,SAMD00497587,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9743506045130832,0.25,susceptible
GCA_031823795.1,c24_balance,SAMD00497578,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9722018869256088,0.25,susceptible
GCA_031823835.1,c24_balance,SAMD00497577,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.972157224258454,0.25,susceptible
GCA_031824035.1,c24_balance,SAMD00497548,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9890948561473702,0.25,susceptible
GCA_031825645.1,c24_balance,SAMD00502423,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9736170460488728,0.25,susceptible
GCA_032120315.2,c24_balance,SAMN37516886,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.972590637770954,0.25,susceptible
GCA_032122695.2,c24_balance,SAMN37516879,Ciprofloxacin,Escherichia coli,1,resistant,Escherichia coli,Escherichia,0.9741530397080004,1,resistant
GCA_032122895.2,c24_balance,SAMN37516936,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9864477184177456,4,resistant
GCA_032123055.2,c24_balance,SAMN37516938,Ciprofloxacin,Escherichia coli,4,resistant,Escherichia coli,Escherichia,0.9858207553835124,4,resistant
GCA_032278605.1,c24_balance,SAMD00502242,Ciprofloxacin,Escherichia coli,0.25,susceptible,Escherichia coli,Escherichia,0.9904392415238223,0.25,susceptible
